episode,rho,bursty,return,mean_jct,makespan,loss,policy_loss,value_loss,entropy,eval_mean_jct
1,0.75,0,-41.72730859742595,52159.13574678244,292448.51143533416,0.0,0.0,0.0,0.0,
2,0.5,0,-64.47216507359485,46051.54648113918,562072.276637195,0.0,0.0,0.0,0.0,
3,1.1,0,-42.774352561340585,53467.94070167573,250328.8734383718,0.0,0.0,0.0,0.0,
4,0.5,0,-63.15402384051003,45110.01702893574,711537.3049720105,0.0,0.0,0.0,0.0,
5,1.5,0,-30.935445796421067,38669.30724552633,194597.11165342043,0.0,0.0,0.0,0.0,
6,0.9,0,-47.14793510167178,47147.93510167178,301828.42797857587,0.0,0.0,0.0,0.0,
7,0.9,1,-34.500423140412565,43125.52892551571,654111.1144915582,0.0,0.0,0.0,0.0,
8,1.1,0,-62.674139170239386,44767.242264456705,323613.26820247853,0.0,0.0,0.0,0.0,
9,1.5,1,-64.9593958933726,46399.56849526615,556148.0810222552,0.0,0.0,0.0,0.0,
10,1.5,1,-36.7721501030784,36772.1501030784,574374.4424329113,6.370697498321533,-0.00010355517588322982,25.48369026184082,0.00606894725933671,
11,1.1,0,-37.017479433249115,46271.84929156139,203216.10881276833,6.370697498321533,-0.00010355517588322982,25.48369026184082,0.00606894725933671,
12,1.5,0,-43.14445758170075,53930.57197712593,212989.33458938132,6.370697498321533,-0.00010355517588322982,25.48369026184082,0.00606894725933671,
13,0.9,1,-52.50090331249903,43750.75276041586,1195042.5224924458,6.370697498321533,-0.00010355517588322982,25.48369026184082,0.00606894725933671,
14,1.5,0,-49.26276301180173,49262.76301180173,229584.18610533612,6.370697498321533,-0.00010355517588322982,25.48369026184082,0.00606894725933671,
15,0.9,0,-77.60382196445705,55431.301403183614,349864.30502460484,6.370697498321533,-0.00010355517588322982,25.48369026184082,0.00606894725933671,
16,1.5,0,-57.69146731200252,41208.19093714465,255487.1221217546,6.370697498321533,-0.00010355517588322982,25.48369026184082,0.00606894725933671,
17,1.1,0,-50.463634509457165,50463.634509457166,274925.9179974195,6.370697498321533,-0.00010355517588322982,25.48369026184082,0.00606894725933671,
18,1.5,0,-69.09235980453677,57576.96650378064,301427.9202780959,6.370697498321533,-0.00010355517588322982,25.48369026184082,0.00606894725933671,
19,1.1,0,-40.737312861075495,50921.64107634437,245274.288882601,6.370697498321533,-0.00010355517588322982,25.48369026184082,0.00606894725933671,
