episode,rho,bursty,return,mean_jct,makespan,loss,policy_loss,value_loss,entropy,eval_mean_jct
79,0.5,0,-59.22651163677809,42304.65116912721,586815.1337507644,3.697265863418579,-0.00010054923768620938,14.791046142578125,0.01974906399846077,
80,0.9,0,-47.9055252477241,39921.27103977009,331989.01340891095,3.525993824005127,0.0009594174916855991,14.102950096130371,0.03515717387199402,
81,1.1,0,-47.70752731312534,47707.52731312534,261391.0944203784,3.525993824005127,0.0009594174916855991,14.102950096130371,0.03515717387199402,
82,1.5,1,-66.97206745779027,41857.54216111892,713092.4871529539,3.525993824005127,0.0009594174916855991,14.102950096130371,0.03515717387199402,
83,1.1,1,-41.60465840100355,41604.65840100355,510428.3777217134,3.525993824005127,0.0009594174916855991,14.102950096130371,0.03515717387199402,
84,0.9,1,-63.75371399503862,39846.07124689913,1057751.9090042077,3.525993824005127,0.0009594174916855991,14.102950096130371,0.03515717387199402,
85,0.5,0,-38.13586188284455,47669.827353555695,413215.6709409991,3.525993824005127,0.0009594174916855991,14.102950096130371,0.03515717387199402,
86,0.5,0,-70.33612474361442,43960.07796475901,733488.2216590561,3.525993824005127,0.0009594174916855991,14.102950096130371,0.03515717387199402,
87,1.5,0,-92.72400489722601,66231.43206944714,285438.62162995664,3.525993824005127,0.0009594174916855991,14.102950096130371,0.03515717387199402,
88,0.75,0,-35.202310819941076,44002.88852492634,299020.20462386013,3.525993824005127,0.0009594174916855991,14.102950096130371,0.03515717387199402,
89,1.5,1,-55.97032997133846,39978.80712238461,605675.3991255764,3.525993824005127,0.0009594174916855991,14.102950096130371,0.03515717387199402,
90,0.5,1,-37.306665302819475,46633.33162852434,751482.0670858776,2.830916166305542,-0.0005319279152899981,11.329307556152344,0.04393858462572098,
91,0.5,0,-51.0418576726624,42534.88139388534,643507.6132499983,2.830916166305542,-0.0005319279152899981,11.329307556152344,0.04393858462572098,
92,0.5,1,-56.93565999900533,35584.78749937833,2993730.1375323418,2.830916166305542,-0.0005319279152899981,11.329307556152344,0.04393858462572098,
93,0.5,0,-34.29331813695668,42866.64767119585,348523.40623067145,2.830916166305542,-0.0005319279152899981,11.329307556152344,0.04393858462572098,
94,1.5,1,-79.98271348220172,49989.19592637607,594741.6689306839,2.830916166305542,-0.0005319279152899981,11.329307556152344,0.04393858462572098,
95,0.5,1,-40.937138032870756,40937.13803287076,1364631.6399053887,2.830916166305542,-0.0005319279152899981,11.329307556152344,0.04393858462572098,
96,1.1,0,-66.91047047513007,47793.193196521475,345759.95110220904,2.830916166305542,-0.0005319279152899981,11.329307556152344,0.04393858462572098,
97,0.9,0,-49.526333283448814,41271.94440287401,341599.62121464097,2.830916166305542,-0.0005319279152899981,11.329307556152344,0.04393858462572098,
98,0.5,1,-40.83434,40834.34,1449724.8126332983,2.830916166305542,-0.0005319279152899981,11.329307556152344,0.04393858462572098,
99,0.75,0,-73.34819323823726,45842.620773898285,641310.6689697136,2.830916166305542,-0.0005319279152899981,11.329307556152344,0.04393858462572098,
100,0.75,0,-51.87324596049557,51873.245960495566,314336.86418858217,1.9444689750671387,-0.00010378527076682076,7.781705379486084,0.042676083743572235,49228.952161378074
101,0.5,0,-64.74710318359422,46247.930845424446,618625.769172138,1.9444689750671387,-0.00010378527076682076,7.781705379486084,0.042676083743572235,
102,1.5,0,-56.085583018769455,56085.58301876945,221777.5701489608,1.9444689750671387,-0.00010378527076682076,7.781705379486084,0.042676083743572235,
103,0.9,0,-47.634707975202026,47634.70797520203,353838.03390681936,1.9444689750671387,-0.00010378527076682076,7.781705379486084,0.042676083743572235,
104,0.75,0,-62.32741424905159,38954.63390565725,446015.63418359973,1.9444689750671387,-0.00010378527076682076,7.781705379486084,0.042676083743572235,
105,1.1,0,-63.75692185022969,39848.07615639355,388256.16622219735,1.9444689750671387,-0.00010378527076682076,7.781705379486084,0.042676083743572235,
106,0.75,1,-54.313135139953836,45260.94594996153,1075527.3615984824,1.9444689750671387,-0.00010378527076682076,7.781705379486084,0.042676083743572235,
107,1.1,1,-63.48130945966299,39675.818412289365,1068794.7837693857,1.9444689750671387,-0.00010378527076682076,7.781705379486084,0.042676083743572235,
108,0.75,1,-45.459669170315955,45459.66917031595,1048673.6098018223,1.9444689750671387,-0.00010378527076682076,7.781705379486084,0.042676083743572235,
109,1.1,0,-51.53859824089534,51538.59824089534,244156.8447308982,1.9444689750671387,-0.00010378527076682076,7.781705379486084,0.042676083743572235,
110,1.5,0,-85.07129136109607,53169.557100685044,319059.9740822562,2.4727721214294434,-0.00018812094640452415,9.89564323425293,0.04753119871020317,
111,1.1,0,-45.159086403706006,56448.85800463251,255742.457947539,2.4727721214294434,-0.00018812094640452415,9.89564323425293,0.04753119871020317,
112,0.5,0,-44.928457429311685,44928.45742931168,477885.3823881875,2.4727721214294434,-0.00018812094640452415,9.89564323425293,0.04753119871020317,
113,0.5,0,-60.17112053196413,50142.60044330344,527932.8926074535,2.4727721214294434,-0.00018812094640452415,9.89564323425293,0.04753119871020317,
114,0.75,0,-43.909612715217705,43909.61271521771,311958.09593283996,2.4727721214294434,-0.00018812094640452415,9.89564323425293,0.04753119871020317,
115,1.5,0,-48.045480493793946,60056.85061724243,178050.70872770934,2.4727721214294434,-0.00018812094640452415,9.89564323425293,0.04753119871020317,
116,0.75,0,-46.67321585973706,38894.34654978089,411690.16248321836,2.4727721214294434,-0.00018812094640452415,9.89564323425293,0.04753119871020317,
117,1.1,1,-33.316428421291604,41645.535526614505,624548.5043291822,2.4727721214294434,-0.00018812094640452415,9.89564323425293,0.04753119871020317,
118,0.5,1,-56.80211025531981,47335.091879433174,1207112.7725773742,2.4727721214294434,-0.00018812094640452415,9.89564323425293,0.04753119871020317,
119,0.9,0,-50.68782327518498,42239.852729320824,319982.1223654752,2.4727721214294434,-0.00018812094640452415,9.89564323425293,0.04753119871020317,
120,0.5,1,-69.10613469217708,49361.524780126485,1370799.0672540592,2.7880401611328125,-0.0006048645591363311,11.158884048461914,0.05380132049322128,
121,1.1,1,-78.70057034286671,49187.8564642917,649975.2408295168,2.7880401611328125,-0.0006048645591363311,11.158884048461914,0.05380132049322128,
122,1.1,1,-73.0679263450205,60889.93862085042,597996.8792179466,2.7880401611328125,-0.0006048645591363311,11.158884048461914,0.05380132049322128,
123,0.9,1,-48.31474679132535,34510.53342237524,1090369.3683664245,2.7880401611328125,-0.0006048645591363311,11.158884048461914,0.05380132049322128,
124,1.1,0,-53.51284678952398,44594.03899126998,328373.5100385087,2.7880401611328125,-0.0006048645591363311,11.158884048461914,0.05380132049322128,
125,1.5,0,-48.81348051817564,40677.900431813025,229490.0177418172,2.7880401611328125,-0.0006048645591363311,11.158884048461914,0.05380132049322128,48474.04625870547
126,1.1,1,-59.870714864044636,49892.262386703864,545326.3408092293,2.7880401611328125,-0.0006048645591363311,11.158884048461914,0.05380132049322128,
127,0.9,0,-70.33617459843023,43960.10912401889,403192.3474245152,2.7880401611328125,-0.0006048645591363311,11.158884048461914,0.05380132049322128,
128,1.1,0,-34.25524553249001,42819.05691561251,297086.662811792,2.7880401611328125,-0.0006048645591363311,11.158884048461914,0.05380132049322128,
129,1.5,0,-49.200618542257374,49200.618542257376,217343.0746763129,2.7880401611328125,-0.0006048645591363311,11.158884048461914,0.05380132049322128,
130,0.9,0,-71.31363042310252,50938.30744507323,385474.7333420139,3.0191376209259033,-0.0004482749500311911,12.082045555114746,0.046272918581962585,
131,0.5,0,-38.881866680811406,38881.86668081141,543311.5496997088,3.0191376209259033,-0.0004482749500311911,12.082045555114746,0.046272918581962585,
132,1.5,0,-62.17881555458985,51815.67962882488,310501.8155712304,3.0191376209259033,-0.0004482749500311911,12.082045555114746,0.046272918581962585,
133,1.1,0,-41.889290187955694,41889.290187955696,268707.3937481725,3.0191376209259033,-0.0004482749500311911,12.082045555114746,0.046272918581962585,
134,0.5,0,-73.05669912294769,45660.436951842305,712304.8952564562,3.0191376209259033,-0.0004482749500311911,12.082045555114746,0.046272918581962585,
135,0.9,1,-62.963184917840934,52469.32076486745,510417.6965115346,3.0191376209259033,-0.0004482749500311911,12.082045555114746,0.046272918581962585,
136,0.5,0,-33.11515676817568,41393.94596021959,478079.3523807885,3.0191376209259033,-0.0004482749500311911,12.082045555114746,0.046272918581962585,
137,1.5,1,-70.34535002434113,43965.8437652132,583398.6155213207,3.0191376209259033,-0.0004482749500311911,12.082045555114746,0.046272918581962585,
138,0.9,0,-72.97053565230561,52121.8111802183,369769.54617400235,3.0191376209259033,-0.0004482749500311911,12.082045555114746,0.046272918581962585,
139,0.9,0,-28.69554843479791,35869.43554349739,326418.7889821124,3.0191376209259033,-0.0004482749500311911,12.082045555114746,0.046272918581962585,
140,0.9,0,-33.06790644207974,41334.883052599675,219344.6330905529,3.412813186645508,0.0008344943053089082,13.650962829589844,0.0380990095436573,
141,0.75,0,-59.83409060005724,37396.30662503577,526662.4898008308,3.412813186645508,0.0008344943053089082,13.650962829589844,0.0380990095436573,
142,1.1,0,-54.8800469975929,54880.04699759291,238456.84981640667,3.412813186645508,0.0008344943053089082,13.650962829589844,0.0380990095436573,
143,1.1,0,-74.4596971195715,46537.31069973219,350529.95692502515,3.412813186645508,0.0008344943053089082,13.650962829589844,0.0380990095436573,
144,1.5,1,-49.69018499191448,41408.487493262066,758046.1600816466,3.412813186645508,0.0008344943053089082,13.650962829589844,0.0380990095436573,
145,0.9,1,-58.75801841805805,41970.013155755754,1071598.1255347761,3.412813186645508,0.0008344943053089082,13.650962829589844,0.0380990095436573,
146,1.1,1,-77.00922640532744,48130.76650332965,627553.9193405727,3.412813186645508,0.0008344943053089082,13.650962829589844,0.0380990095436573,
147,1.1,0,-53.63016148804963,44691.80124004136,257380.1925198833,3.412813186645508,0.0008344943053089082,13.650962829589844,0.0380990095436573,
148,0.5,0,-37.00791923336014,46259.89904170017,315885.15027231525,3.412813186645508,0.0008344943053089082,13.650962829589844,0.0380990095436573,
149,0.75,0,-66.4811291794054,41550.70573712837,463921.1625685658,3.412813186645508,0.0008344943053089082,13.650962829589844,0.0380990095436573,
150,0.75,1,-69.51015750544497,43443.84844090311,1507557.4114792035,3.229780912399292,0.0018258856143802404,12.913689613342285,0.023360293358564377,49659.826941946674
151,0.5,0,-50.62485090687151,36160.60779062251,681233.3839427553,3.229780912399292,0.0018258856143802404,12.913689613342285,0.023360293358564377,
152,1.5,1,-38.4726198175327,38472.61981753271,398594.3403991388,3.229780912399292,0.0018258856143802404,12.913689613342285,0.023360293358564377,
153,1.1,0,-71.64256056735843,44776.60035459902,361508.7490407182,3.229780912399292,0.0018258856143802404,12.913689613342285,0.023360293358564377,
154,0.5,1,-35.79317060650327,35793.17060650327,949110.5035207114,3.229780912399292,0.0018258856143802404,12.913689613342285,0.023360293358564377,
155,1.1,0,-41.27427721121364,34395.2310093447,329518.76589768473,3.229780912399292,0.0018258856143802404,12.913689613342285,0.023360293358564377,
156,0.9,0,-43.321207551230074,43321.20755123008,245051.41139146543,3.229780912399292,0.0018258856143802404,12.913689613342285,0.023360293358564377,
157,1.5,0,-36.14116957373691,45176.46196717113,197415.3849971009,3.229780912399292,0.0018258856143802404,12.913689613342285,0.023360293358564377,
158,0.9,0,-45.739929609661644,45739.929609661645,283273.2255609165,3.229780912399292,0.0018258856143802404,12.913689613342285,0.023360293358564377,
159,0.75,0,-46.43921339238352,46439.21339238352,321839.28706917807,3.229780912399292,0.0018258856143802404,12.913689613342285,0.023360293358564377,
160,0.9,1,-39.312566168117776,49140.70771014722,476884.9723558035,4.01653528213501,-0.00048540561692789197,16.071569442749023,0.043585456907749176,
161,0.5,0,-40.6174365935986,40617.4365935986,504460.5634753701,4.01653528213501,-0.00048540561692789197,16.071569442749023,0.043585456907749176,
162,1.1,0,-39.20813987963773,49010.17484954716,226193.92016179767,4.01653528213501,-0.00048540561692789197,16.071569442749023,0.043585456907749176,
163,0.75,0,-52.536468942944566,43780.39078578714,441327.07796079235,4.01653528213501,-0.00048540561692789197,16.071569442749023,0.043585456907749176,
164,1.1,0,-62.16385358037128,44402.75255740806,354856.74015829636,4.01653528213501,-0.00048540561692789197,16.071569442749023,0.043585456907749176,
165,0.75,0,-34.78817854667329,43485.22318334161,277323.6818324568,4.01653528213501,-0.00048540561692789197,16.071569442749023,0.043585456907749176,
166,0.9,0,-70.51020683459205,50364.43345328004,432185.7393685135,4.01653528213501,-0.00048540561692789197,16.071569442749023,0.043585456907749176,
167,1.5,0,-38.672930686286556,48341.1633578582,192841.85866359345,4.01653528213501,-0.00048540561692789197,16.071569442749023,0.043585456907749176,
168,0.9,0,-52.5586283659244,52558.62836592439,261941.9212573619,4.01653528213501,-0.00048540561692789197,16.071569442749023,0.043585456907749176,
169,1.5,1,-50.080318734775,50080.318734775,423399.9906404868,4.01653528213501,-0.00048540561692789197,16.071569442749023,0.043585456907749176,
170,0.75,0,-79.84942090330232,49905.88806456395,536228.1181995184,3.9947242736816406,0.0005055644433014095,15.979357719421387,0.0310334712266922,
171,0.5,1,-66.64790783839715,41654.94239899822,1512469.8365950363,3.9947242736816406,0.0005055644433014095,15.979357719421387,0.0310334712266922,
172,1.1,0,-37.66344550600642,47079.306882508026,223593.3431072215,3.9947242736816406,0.0005055644433014095,15.979357719421387,0.0310334712266922,
173,1.1,0,-71.07977460667429,50771.26757619593,403102.97524969967,3.9947242736816406,0.0005055644433014095,15.979357719421387,0.0310334712266922,
174,0.5,1,-34.602472122333616,43253.090152917015,490457.81219911674,3.9947242736816406,0.0005055644433014095,15.979357719421387,0.0310334712266922,
175,1.1,1,-41.742264988103415,41742.264988103416,824656.0073105847,3.9947242736816406,0.0005055644433014095,15.979357719421387,0.0310334712266922,49065.72556337243
176,0.5,1,-47.45830657740406,47458.30657740406,895467.5337927521,3.9947242736816406,0.0005055644433014095,15.979357719421387,0.0310334712266922,
177,0.9,0,-53.65026333002296,44708.55277501913,393878.8362540151,3.9947242736816406,0.0005055644433014095,15.979357719421387,0.0310334712266922,
178,1.5,1,-56.31952994837904,46932.941623649196,409979.7168209423,3.9947242736816406,0.0005055644433014095,15.979357719421387,0.0310334712266922,
179,1.1,0,-75.00184976100698,62501.54146750582,292705.46126489446,3.9947242736816406,0.0005055644433014095,15.979357719421387,0.0310334712266922,
180,0.75,0,-36.371399709453854,45464.249636817316,369952.99790729285,4.052199363708496,-0.0005692748236469924,16.21358871459961,0.03142845258116722,
181,0.9,1,-38.74753645439749,48434.420567996865,610037.0809296623,4.052199363708496,-0.0005692748236469924,16.21358871459961,0.03142845258116722,
182,0.5,0,-30.79813205411137,38497.66506763922,469887.81093693513,4.052199363708496,-0.0005692748236469924,16.21358871459961,0.03142845258116722,
183,0.5,0,-33.778791358981955,42223.489198727446,402065.6250628374,4.052199363708496,-0.0005692748236469924,16.21358871459961,0.03142845258116722,
184,1.5,1,-37.22618387166709,46532.72983958386,156654.81146707843,4.052199363708496,-0.0005692748236469924,16.21358871459961,0.03142845258116722,
185,1.5,0,-57.39847569672745,57398.475696727444,260151.37019977,4.052199363708496,-0.0005692748236469924,16.21358871459961,0.03142845258116722,
186,0.9,0,-55.16151917521068,45967.9326460089,303642.18139685487,4.052199363708496,-0.0005692748236469924,16.21358871459961,0.03142845258116722,
187,1.1,1,-67.22963451220814,42018.52157013009,1346861.797411763,4.052199363708496,-0.0005692748236469924,16.21358871459961,0.03142845258116722,
188,0.5,0,-40.578960992569016,40578.96099256902,512498.71055572905,4.052199363708496,-0.0005692748236469924,16.21358871459961,0.03142845258116722,
189,0.5,0,-63.37882961998907,39611.76851249317,762720.8459407806,4.052199363708496,-0.0005692748236469924,16.21358871459961,0.03142845258116722,
190,1.5,0,-75.32612297000638,53804.37355000456,284062.56788330694,3.989180326461792,0.008396066725254059,15.92679214477539,0.04568774253129959,
191,1.1,0,-58.58931951891261,36618.32469932038,442000.4575881067,3.989180326461792,0.008396066725254059,15.92679214477539,0.04568774253129959,
192,0.75,1,-52.966150893321675,37832.96492380119,1187442.8203317684,3.989180326461792,0.008396066725254059,15.92679214477539,0.04568774253129959,
193,0.75,0,-70.11674194715852,50083.38710511322,478561.89372614556,3.989180326461792,0.008396066725254059,15.92679214477539,0.04568774253129959,
194,0.9,0,-69.14477752769427,43215.48595480892,404997.8020213969,3.989180326461792,0.008396066725254059,15.92679214477539,0.04568774253129959,
195,1.1,1,-44.58513014916076,44585.13014916077,322369.7864692494,3.989180326461792,0.008396066725254059,15.92679214477539,0.04568774253129959,
196,1.1,1,-30.81551473645258,38519.39342056572,742899.1823835266,3.989180326461792,0.008396066725254059,15.92679214477539,0.04568774253129959,
197,0.75,0,-32.86357787438985,41079.472342987305,346476.6327058219,3.989180326461792,0.008396066725254059,15.92679214477539,0.04568774253129959,
198,1.1,0,-56.95172179818857,47459.76816515715,301385.7729544285,3.989180326461792,0.008396066725254059,15.92679214477539,0.04568774253129959,
199,0.5,1,-55.62669295363515,39733.35210973939,1778676.1958772228,3.989180326461792,0.008396066725254059,15.92679214477539,0.04568774253129959,
200,0.9,0,-39.087404260696424,48859.25532587053,213649.467167988,3.5576331615448,0.0012105893110856414,14.232983589172363,0.09116747230291367,49131.91272570441
201,0.5,0,-32.141685967943296,32141.6859679433,374244.78714338347,3.5576331615448,0.0012105893110856414,14.232983589172363,0.09116747230291367,
