episode,rho,bursty,return,mean_jct,makespan,loss,policy_loss,value_loss,entropy,eval_mean_jct
1,0.5,1,-59.537178033017035,49614.3150275142,1393891.2436002984,0.0,0.0,0.0,0.0,
2,0.9,1,-49.60922828346657,49609.22828346657,609527.0406724326,0.0,0.0,0.0,0.0,
3,1.5,0,-72.66243021561323,51901.73586829516,263895.6223542495,0.0,0.0,0.0,0.0,
4,1.5,0,-93.23385454060869,58271.159087880435,306001.24521773035,0.0,0.0,0.0,0.0,
5,1.5,1,-46.91377682723516,58642.221034043956,271607.1261132817,0.0,0.0,0.0,0.0,
6,0.9,0,-53.610561147665244,44675.46762305437,346091.8608880171,0.0,0.0,0.0,0.0,
7,1.1,0,-97.82756425127094,61142.22765704434,360307.19479386223,0.0,0.0,0.0,0.0,
8,1.5,1,-47.452776616366855,47452.77661636686,406736.2584383115,0.0,0.0,0.0,0.0,
9,0.75,1,-41.11037516157533,41110.37516157533,617538.7300162564,0.0,0.0,0.0,0.0,
10,1.5,0,-43.87217297799406,43872.17297799406,207683.17300827458,8.916488647460938,-0.0007564084371551871,35.6706428527832,0.020809726789593697,
11,1.1,0,-80.83976086970912,67366.46739142427,292564.6604458041,8.916488647460938,-0.0007564084371551871,35.6706428527832,0.020809726789593697,
12,0.9,0,-64.23028698604816,45878.77641860583,336029.1056008283,8.916488647460938,-0.0007564084371551871,35.6706428527832,0.020809726789593697,
13,1.1,0,-60.04869982541895,42891.92844672782,442926.5559147231,8.916488647460938,-0.0007564084371551871,35.6706428527832,0.020809726789593697,
14,1.1,1,-65.01997109002032,46442.83649287166,673508.7029934986,8.916488647460938,-0.0007564084371551871,35.6706428527832,0.020809726789593697,
15,1.1,0,-68.2750283463773,48767.877390269496,342180.88926487725,8.916488647460938,-0.0007564084371551871,35.6706428527832,0.020809726789593697,
16,1.5,0,-89.30871231289991,55817.94519556245,313091.9615893653,8.916488647460938,-0.0007564084371551871,35.6706428527832,0.020809726789593697,
17,1.1,0,-53.29811805293335,44415.098377444454,312407.0963765713,8.916488647460938,-0.0007564084371551871,35.6706428527832,0.020809726789593697,
18,1.5,1,-51.970059968258234,37121.47140589874,763745.7613028503,8.916488647460938,-0.0007564084371551871,35.6706428527832,0.020809726789593697,
19,0.9,0,-64.48653420514081,40304.083878213,478360.94412721024,8.916488647460938,-0.0007564084371551871,35.6706428527832,0.020809726789593697,
20,0.9,0,-65.93547632992775,47096.76880709125,523308.88062858983,7.058164596557617,-0.0001592624612385407,28.23461151123047,0.016457127407193184,
21,1.5,0,-78.29957440773843,65249.64533978202,273040.09175704955,7.058164596557617,-0.0001592624612385407,28.23461151123047,0.016457127407193184,
22,0.75,0,-32.25281424289355,40316.01780361694,297764.2024911415,7.058164596557617,-0.0001592624612385407,28.23461151123047,0.016457127407193184,
23,1.5,0,-66.91923292239535,55766.027435329466,256213.65405231013,7.058164596557617,-0.0001592624612385407,28.23461151123047,0.016457127407193184,
